soru,cevap
"Bir siyasi parti, yasama meclisinde bir kanunun çıkmasını istemiyorsa ne yapabilir?",Yasama meclisinin hem toplanma hem de karar yeter sayılarına etkili olacak hareketlerde bulunabilir ve çıkacak kanunun şeklen bozukluğuna sebebiyet verebilir.
Son oylamadan önce yapılan şekil bozuklukları neden iptale neden olamaz?,"Çünkü genel kurul, yapılan şekil bozukluklarını bildiği veya bilmesi gerektiği varsayılır ve yapılan inceleme, tartışma ve açıklamaya dayanarak kanunu kabul eder."
Yüce Divan'da kimler yargılanır?,"Cumhurbaşkanı, Bakanlar Kurulu üyeleri, Anayasa Mahkemesi, Yargıtay, Danıştay, Askerî yargıtay, Askerî Yüksek İdare Mahkemesi, Hâkimler ve Savcılar Yüksek Kurulu ve Sayıştay Başkan ve Üyeleri, Cumhuriyet Başsavcısı, Cumhuriyet Başsavcıvekili, Askerî Yargıtay Başsavcısı, Danıştay ve Askerî Yüksek İdare Mahkemesi Başkan unsözcüleri yargılanır."
Yüce Divan hangi prensibe göre yapılandırılmıştır?,"Yüce Divan, Yargıtayın Ceza Daireleri Başkanlarından teşkil olunması prensibine göre yapılandırılmıştır."
Anayasa Mahkemesi hangi konularda denetim yapar?,"Anayasa Mahkemesi, kanunların, kanun hükmünde kararnamelerin ve Türkiye Büyük Millet Meclisi İçtüzüğünün Anayasaya şekil ve esas bakımlarından uygunluğunu denetler."
Olağanüstü hallerde çıkarılan kanun hükmünde kararnameler için Anayasa Mahkemesinde dava açılabilir mi?,"Hayır, olağanüstü hallerde, sıkıyönetim ve savaş hallerinde çıkarılan kanun hükmünde kararnamelerin şekil ve esas bakımından Anayasaya aykırılığı iddiasıyla Anayasa Mahkemesinde dava açılamaz."
Kanunların şekil bakımından denetlenmesi hangi hususlarla sınırlıdır?,"Kanunların şekil bakımından denetlenmesi, son oylamanın öngörülen çoğunlukla yapılıp yapılmadığı ve Anayasa değişikliklerinde teklif ve oylama çoğunluğuna ve ivedilikle görüşülemeyeceği şartına uyulup uyulmadığı hususları ile sınırlıdır."
Kanunun yayımlandığı tarihten itibaren ne kadar süre sonra şekil bozukluğuna dayalı iptal davası açılamaz?,Kanunun yayımlandığı tarihten itibaren on gün geçtikten sonra şekil bozukluğuna dayalı iptal davası açılamaz.
Yüce Divan kararları temyiz edilebilir mi?,"Hayır, Yüce Divan kararları kesindir."
Yüce Divan'da savcılık görevini kim yapar?,Yüce Divan'da savcılık görevini Cumhuriyet Başsavcısı veya Cumhuriyet Başsavcıvekili yapar.
Anayasa Mahkemesi hangi durumlarda kanun hükmünde kararnamelerin Anayasaya aykırılığı iddiasıyla dava açılamaz?,"Olağanüstü hallerde, sıkıyönetim ve savaş hallerinde çıkarılan kanun hükmünde kararnamelerin şekil ve esas bakımından Anayasaya aykırılığı iddiasıyla dava açılamaz."
Kanunların şekil bakımından denetlenmesi neyi kapsar?,"Kanunların şekil bakımından denetlenmesi, son oylamanın öngörülen çoğunlukla yapılıp yapılmadığı hususunu kapsar."
Bireysel başvuruda hangi şart aranır?,Bireysel başvuruda bulunabilmek için olağan kanun yollarının tüketilmiş olması şarttır.
Yüce Divan'da savcılık görevini kim yapar?,Yüce Divan'da savcılık görevini Cumhuriyet Başsavcısı veya Cumhuriyet Başsavcıvekili yapar.
Yüce Divan kararlarına karşı hangi başvuru yapılabilir?,Yüce Divan kararlarına karşı yeniden inceleme başvurusu yapılabilir.
Anayasa Mahkemesi hangi yeni görevi üstlenmiştir?,"Anayasa Mahkemesi, bireysel başvuruları karara bağlama görevini üstlenmiştir."
Genelkurmay Başkanı ve kuvvet komutanları hangi mahkemede yargılanır?,"Genelkurmay Başkanı ve kuvvet komutanları, görevleriyle ilgili suçlardan dolayı Yüce Divanda yargılanırlar."
Bireysel başvuru hangi durumlarda Anayasa Mahkemesine yapılabilir?,"Bireysel başvuru, Anayasada güvence altına alınmış temel hak ve özgürlüklerin kamu gücü tarafından ihlal edildiği iddiasıyla yapılabilir."
Bireysel başvuru hakkı hangi ülkelerde uygulanmaktadır?,"Bireysel başvuru hakkı, Federal Almanya, Avusturya, İspanya, İsviçre, Belçika, Macaristan, Polonya, Çek Cumhuriyeti, Slovak Cumhuriyeti, Meksika, Brezilya, Arjantin gibi pek çok ülkede uygulanmaktadır."
Türkiye'de bireysel başvuru hakkı hangi mahkemeye tanınmıştır?,"Türkiye'de bireysel başvuru hakkı, Avrupa İnsan Hakları Mahkemesine tanınmıştır."
"Avrupa İnsan Hakları Mahkemesi, iç hukuk yollarının tüketilip tüketilmediğini nasıl değerlendirir?","Avrupa İnsan Hakları Mahkemesi, iç hukuk yollarının tüketilip tüketilmediğini değerlendirirken, ilgili ülkede bireysel başvuru kurumunun bulunup bulunmadığını da dikkate alır ve bunu hak ihlâllerinin ortadan kaldırılmasında etkili bir hukuk yolu sayar."
Türkiye'de bireysel başvuru yolunun kabul edilmesi ne tür etkiler yaratacaktır?,"Türkiye'de bireysel başvuru yolunun kabul edilmesi, bireylerin temel hak ve özgürlüklerinin daha iyi korunmasını sağlayacak ve kamu organlarını Anayasa ve kanunlara daha uygun davranma konusunda zorlayacaktır."
Bireysel başvuru hakkı nasıl kullanılabilir?,"Bireysel başvuru hakkı, Anayasada güvence altına alınmış temel hak ve özgürlüklerden herhangi biri kamu gücü tarafından ihlal edildiğinde, olağan kanun yollarının tüketilmiş olması şartıyla Anayasa Mahkemesine başvurarak kullanılabilir."
Avrupa Konseyi Bakanlar Komitesi ve Venedik Komisyonu'nun bireysel başvuru hakkı konusundaki görüşleri nelerdir?,"Avrupa Konseyi Bakanlar Komitesi, Avrupa İnsan Hakları Mahkemesindeki dava yükünün azaltılması için bireysel başvuru yönteminin iç hukukta tanınmasının gerekliliğine değinmiş; Venedik Komisyonu ise bireysel başvuruya ilişkin Anayasa değişikliği önerisini olumlu bulduğunu ifade etmiştir."
Anayasa Mahkemesi'ne bireysel başvuru yapabilmek için hangi şartın sağlanması gerekmektedir?,Anayasa Mahkemesi'ne bireysel başvuru yapabilmek için olağan kanun yollarının tüketilmiş olması gerekmektedir.
Yüce Divan kararlarının yeniden incelenmesi nasıl bir güvence sağlamaktadır?,"Yüce Divan kararlarının yeniden incelenmesini talep etme imkanı, yargılama yönteminde sağlanan güvenceleri geliştirmektedir."
Anayasa Mahkemesi Yüce Divan sıfatıyla kimleri yargılayacaktır?,"Anayasa Mahkemesi Yüce Divan sıfatıyla Türkiye Büyük Millet Meclisi Başkanı, Genelkurmay Başkanı, Kara, Deniz ve Hava Kuvvetleri Komutanları ile Jandarma Genel Komutanını yargılayacaktır."
Bireysel başvuru hakkının tanınması Anayasa Mahkemesi'ni nasıl etkileyecektir?,"Bireysel başvuru hakkının tanınmasıyla Anayasa Mahkemesi, özgürlükçü kararlar veren ve özgürlükleri güvenceye alan bir kurum olarak algılanacak ve prestiji artacaktır."
Bireysel başvuru hakkı hangi işlevi yerine getirecektir?,"Bireysel başvuru hakkı, AHİM'ye başvuru sayısını azaltmak ve sorunu milli hukuk içinde çözmek işlevini yerine getirecektir."
"Devlet Bakanı ve Başbakan Yardımcısı Cemil Çiçek, hangi kurumun bu teklifle getirildiğini belirtmiştir?","Devlet Bakanı ve Başbakan Yardımcısı Cemil Çiçek, Kamu Denetçiliği Kurumunun bu teklifle getirildiğini belirtmiştir."
Anayasa Komisyonu tarafından kabul edilen madde hangi maddedir?,Anayasa Komisyonu tarafından kabul edilen madde 19. maddedir.
Anayasanın 148. maddesine hangi ibareler eklenmiştir?,"148. maddeye 've bireysel başvuruları karara bağlar' ve 'Türkiye Büyük Millet Meclisi Başkanını,' ibareleri eklenmiştir."
Yüce Divan kararlarına karşı hangi başvuru yapılabilir?,Yüce Divan kararlarına karşı yeniden inceleme başvurusu yapılabilir.
Kimler Yüce Divanda yargılanır?,"Genelkurmay Başkanı, Kara, Deniz ve Hava Kuvvetleri Komutanları ile Jandarma Genel Komutanı görevleriyle ilgili suçlardan dolayı Yüce Divanda yargılanırlar."
Bireysel başvuru yapabilmek için hangi şartın sağlanması gerekmektedir?,Bireysel başvuru yapabilmek için olağan kanun yollarının tüketilmiş olması gerekmektedir.
Anayasa Mahkemesi hangi durumlarda kanunların Anayasaya uygunluğunu denetler?,"Anayasa Mahkemesi, kanunların, Cumhurbaşkanlığı kararnamelerinin ve Türkiye Büyük Millet Meclisi İçtüzüğünün Anayasaya şekil ve esas bakımlarından uygunluğunu denetler."
Anayasa değişiklikleri Anayasa Mahkemesi tarafından nasıl incelenir?,Anayasa değişiklikleri sadece şekil bakımından incelenir ve denetlenir.
Bireysel başvuruda bulunabilmek için hangi şartın yerine getirilmesi gerekir?,Bireysel başvuruda bulunabilmek için olağan kanun yollarının tüketilmiş olması şarttır.
Yüce Divan'da kimler yargılanabilir?,"Cumhurbaşkanı, Türkiye Büyük Millet Meclisi Başkanı, Cumhurbaşkanı yardımcıları, bakanlar, Anayasa Mahkemesi, Yargıtay, Danıştay Başkan ve üyeleri, Başsavcılar, Cumhuriyet Başsavcıvekili, Hâkimler ve Savcılar Kurulu ve Sayıştay Başkan ve üyeleri ile Genelkurmay Başkanı, Kara, Deniz ve Hava Kuvvetleri Komutanları görevleriyle ilgili suçlardan dolayı Yüce Divanda yargılanırlar."
Yüce Divan kararlarına karşı hangi başvuru yapılabilir?,Yüce Divan kararlarına karşı yeniden inceleme başvurusu yapılabilir.
Anayasa değişikliği kapsamında hangi ibareler madde metinlerinden çıkarılmıştır?,"148. maddenin birinci fıkrasında 'sıkıyönetim', altıncı fıkrasında 'Askerî Yargıtay, Askerî Yüksek İdare Mahkemesi' ve 'Yüksek', yedinci fıkrasında 'ile Jandarma Genel Komutanı' ibareleri madde metinlerinden çıkarılmıştır."
148. maddenin birinci fıkrasında hangi değişiklik yapılmıştır?,'Kanun hükmünde kararnamelerin' ibareleri 'Cumhurbaşkanlığı kararnamelerinin' olarak değiştirilmiştir.
Anayasa değişikliği teklifinde Jandarma Genel Komutanı ile ilgili hangi değişiklik yapılmıştır?,Jandarma Genel Komutanı ibaresi madde metninden çıkarılmış ve Yüce Divanda yargılanması usulünden vazgeçilmiştir.
Anayasa Komisyonu hangi maddeyi teselsül sebebiyle çerçeve 16. madde olarak kabul etmiştir?,"Anayasa Değişikliği Kanun Teklifi’nin çerçeve 19’uncu maddesi, teselsül sebebiyle çerçeve 16’ncı madde olarak kabul edilmiştir."
Anayasa değişikliği ile hangi hükümet sistemine uyum sağlanmak istenmiştir?,Önerilen hükümet sistemine uyum sağlamak amacıyla anayasanın farklı maddelerinde değişiklikler yapılmıştır.
Anayasa Mahkemesi kaç bölüm ve kurul halinde çalışır?,"Anayasa Mahkemesi, iki bölüm ve Genel Kurul halinde çalışır."
Anayasa Mahkemesi Genel Kurulu en az kaç üye ile toplanır?,"Genel Kurul, en az on üye ile toplanır."
Bireysel başvurular hangi birim tarafından karara bağlanır?,Bireysel başvurular bölümlerce karara bağlanır.
Anayasa değişikliğinde iptal kararı alabilmek için kaç oy çokluğu gereklidir?,Anayasa değişikliğinde iptal kararı alabilmek için toplantıya katılan üyelerin üçte iki oy çokluğu şarttır.
Anayasa Mahkemesi hangi davalarda Yüce Divan sıfatıyla yargılama yapar?,"Anayasa Mahkemesi, siyasî partilere ilişkin dava ve başvurulara, iptal ve itiraz davaları ile Yüce Divan sıfatıyla yürütülecek yargılamalara Genel Kurulca bakar."
Anayasa Mahkemesi hangi çoğunlukla anayasa değişikliklerinin iptaline karar verebilir?,Anayasa değişikliklerinde iptale karar verebilmesi için üçte iki oy çokluğu şarttır.
Anayasa Mahkemesi hangi davaları öncelikle inceler?,Şekil bozukluğuna dayalı iptal davaları Anayasa Mahkemesince öncelikle incelenip karara bağlanır.
Anayasa Mahkemesinin çalışma ve yargılama usulleri nasıl düzenlenir?,"Anayasa Mahkemesinin kuruluşu ve yargılama usulleri kanunla, çalışma esasları ve üyeleri arasındaki işbölümü İçtüzükle düzenlenir."
Anayasa Mahkemesi hangi durumlarda ilgilileri sözlü açıklamalar için çağırabilir?,"Anayasa Mahkemesi, gerekli gördüğü hallerde sözlü açıklamalarını dinlemek üzere ilgilileri ve konu üzerinde bilgisi olanları çağırabilir."
Cumhurbaşkanına sunulan iptal kararları ne zaman yayımlanır?,Şekil bozukluğuna dayalı iptal davasının Anayasa Mahkemesince reddine dair karar Cumhurbaşkanlığına sunulunca söz konusu kanun derhal yayımlanır.
"Cumhurbaşkanı, iptal kararlarının yeniden incelenmesini ne kadar süre içinde isteyebilir?","Cumhurbaşkanı, iptal kararlarının yeniden incelenmesini kararların kendisine sunulduğu tarihten itibaren onbeş gün içinde isteyebilir."
"Anayasa Mahkemesi Genel Kurulu, iptal kararlarını en az kaç üye ile toplanarak inceleyebilir?","Anayasa Mahkemesi Genel Kurulu, iptal kararlarını en az üye tamsayısının beşte dördü ile toplanarak inceleyebilir."
Anayasa Mahkemesinin iptal kararlarının kaldırılabilmesi için nasıl bir çoğunluk gereklidir?,Anayasa Mahkemesinin iptal kararlarının kaldırılabilmesi için üye tamsayısının salt çoğunluğunun oyu gereklidir.
Anayasa Mahkemesi kaç üyeden oluşmaktadır?,Anayasa Mahkemesi onbeş üyeden oluşmaktadır.
Şekil bozukluğuna dayalı iptal davalarını kimler açabilir?,Şekil bozukluğuna dayalı iptal davalarını Cumhurbaşkanı ve Türkiye Büyük Millet Meclisi üye tamsayısının beşte biri açabilir.
Cumhurbaşkanının Anayasa Mahkemesince verilen iptal kararlarını yeniden incelettirme kuralı nasıl getirilmiştir?,Cumhurbaşkanının Anayasa Mahkemesince verilen iptal kararlarını yeniden incelettirebilmesi kuralı yeni getirilmiştir.
"Anayasa Mahkemesi, Anayasa değişikliklerinde iptale karar verebilmek için hangi çoğunluğu gerektirir?",Anayasa değişikliklerinde iptale karar verebilmek için üçte iki oy çokluğu şarttır.
Anayasa Mahkemesi hangi sıfatla baktığı davalar dışında kalan işleri nasıl inceler?,Anayasa Mahkemesi Yüce Divan sıfatıyla baktığı davalar dışında kalan işleri dosya üzerinde inceler.
Anayasa Mahkemesi Başkan vekilinin toplantıya katılamaması durumunda ne gibi bir düzenleme yapılmıştır?,"Aslî sıfatı üye olan Anayasa Mahkemesi Başkan vekilinin toplantıya katılamaması halinde Mahkeme çalışamaz duruma düşeceğinden, ismen sayılması sakıncalı görülüp metinden çıkarılmış, Mahkemenin Başkan ve on üye ile toplanacağı şeklinde düzenleme yapılmıştır."
Anayasa Mahkemesi hangi durumlarda ilgilileri ve konu üzerinde bilgisi olanları çağırabilir?,"Anayasa Mahkemesi, gerekli gördüğü hallerde ilgilileri ve konu üzerinde bilgisi olanları çağırabilir."
Anayasa Mahkemesi hangi çoğunlukla karar verir?,"Anayasa Mahkemesi, salt çoğunluk ile karar verir."
Anayasa değişikliklerinin iptali için hangi oy çoğunluğu gereklidir?,Anayasa değişikliklerinin iptali için üçte iki oyçokluğu gereklidir.
Anayasa Mahkemesi hangi davalarda Yüce Divan sıfatıyla hareket eder?,"Anayasa Mahkemesi, Yüce Divan sıfatıyla baktığı davalar dışında kalan işleri dosya üzerinde inceler."
Siyasi partilerin kapatılması davalarında kimin savunması alınır?,"Siyasi partilerin kapatılması davalarında, parti genel başkanının sözlü savunması alınır."
Anayasa Mahkemesinin çalışma esasları nasıl düzenlenir?,Anayasa Mahkemesinin çalışma esasları ve üyeleri arasındaki işbölümü kendi yapacağı İçtüzükle düzenlenir.
"Anayasa Komisyonu, siyasi partilerin kapatılması davalarında hangi değişikliği benimsemiştir?","Anayasa Komisyonu, siyasi partilerin kapatılması davalarında, hakkında dava açılmış olan partinin genel başkanının da dinlenmesi mecburiyetini getiren değişikliği benimsemiştir."
Yargıtay Cumhuriyet Başsavcısının dinlenmesinden sonra kim dinlenecektir?,"Yargıtay Cumhuriyet Başsavcısının dinlenmesinden sonra, kapatılması istenen siyasi partinin genel başkanlığı veya tayin edeceği bir vekil dinlenecektir."
Teklifin Genel Kurulda görüşülmesi sırasında hangi redaksiyon yapılmıştır?,"Genel Kurulda görüşülmesi sırasında teklifin 'Ancak,' ibaresi kaldırılıp yerine 've' kelimesi eklenmiştir."
Genel Kurulda yapılan ikinci görüşmelerde hangi madde olarak ele alınmıştır?,"Genel Kurulda yapılan ikinci görüşmelerde, daha önce teklifin bazı maddelerinin düşmüş olması nedeniyle teklif 14. madde olarak ele alınmıştır."
Komisyon metninde savunmaya ait olan ilkeye nasıl uyulmuştur?,"Komisyon metninde savunmaya ait olan ilkeye, Yargıtay Cumhuriyet Başsavcısının dinlenmesinden sonra parti genel başkanlığının dinlenmesi kararı ile uyulmuştur."
Anayasa Mahkemesi'nin karar alması için gereken oy çoğunluğu nedir?,"Anayasa Mahkemesi, anayasa değişikliklerinde iptale ve siyasi parti davalarında kapatılmaya karar verebilmesi için beşte üç oyçokluğu şarttır."
Anayasa Mahkemesi hangi durumlarda sözlü açıklamaları dinleyebilir?,"Anayasa Mahkemesi, gerekli gördüğü hallerde ilgilileri ve konu üzerinde bilgisi olanları çağırabilir ve siyasi partilerin temelli kapatılması veya kapatılmasına ilişkin davalarda sözlü açıklamaları dinleyebilir."
Anayasa Mahkemesi'nin kuruluşu ve yargılama usulleri nasıl düzenlenir?,Anayasa Mahkemesi'nin kuruluşu ve yargılama usulleri kanunla; mahkemenin çalışma esasları ve üyeleri arasındaki işbölümü kendi yapacağı İçtüzükle düzenlenir.
Anayasa değişikliklerinde iptale karar verilmesi için gereken oy çoğunluğu nasıl değiştirilmiştir?,Anayasa değişikliklerinde iptale karar verilmesi için gereken oy çoğunluğu 'üçte iki' ibaresi 'beşte üç' olarak değiştirilmiştir.
